name,sex,noc,games,year,city,sport,event,medal,times
Yelena Vladimirovna Prokhorova,F,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Women's Heptathlon,Silver,6
Larisa Aleksandrovna Peleshenko (Agapova-),F,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Women's Shot Put,Silver,6
Tatyana Romanovna Lebedeva,F,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Women's Triple Jump,Silver,6
Raimkul Khadoynazarovich Malakhbekov,M,RUS,2000 Summer,2000,Sydney,Boxing,Boxing Men's Bantamweight,Silver,6
Sultan-Akhmed Magomedsalikhovich Ibragimov,M,RUS,2000 Summer,2000,Sydney,Boxing,Boxing Men's Heavyweight,Silver,6
Gaydarbek Abdulayevich Gaydarbekov,M,RUS,2000 Summer,2000,Sydney,Boxing,Boxing Men's Middleweight,Silver,6
Maksim Aleksandrovich Opalev,M,RUS,2000 Summer,2000,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver,6
Oksana Yuryevna Grishina,F,RUS,2000 Summer,2000,Sydney,Cycling,Cycling Women's Sprint,Silver,6
Aleksandr Mikhaylovich Dobroskok,M,RUS,2000 Summer,2000,Sydney,Diving,Diving Men's Synchronized Springboard,Silver,6
Aleksey Yuryevich Nemov,M,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Silver,6
Aleksey Petrovich Bondarenko,M,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Silver,6
Yekaterina Vladimirovna Lobaznyuk,F,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Silver,6
Svetlana Vasilyevna Khorkina,F,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Silver,6
Anna Sergeyevna Chepeleva,F,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver,6
Lyubov Aleksandrovna Bruletova,F,RUS,2000 Summer,2000,Sydney,Judo,Judo Women's Extra-Lightweight,Silver,6
Artyom Aleksandrovich Khadzhibekov,M,RUS,2000 Summer,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Silver,6
Svetlana Aleksandrovna Dyomina (Yakimova-),F,RUS,2000 Summer,2000,Sydney,Shooting,Shooting Women's Skeet,Silver,6
Tatyana Vladimirovna Goldobina,F,RUS,2000 Summer,2000,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Silver,6
Aleksandr Vladimirovich Popov,M,RUS,2000 Summer,2000,Sydney,Swimming,Swimming Men's 100 metres Freestyle,Silver,6
Nataliya Nikolayevna Ivanova,F,RUS,2000 Summer,2000,Sydney,Taekwondo,Taekwondo Women's Heavyweight,Silver,6
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,RUS,2000 Summer,2000,Sydney,Tennis,Tennis Women's Singles,Silver,6
Aleksandr Georgiyevich Gerasimov,M,RUS,2000 Summer,2000,Sydney,Volleyball,Volleyball Men's Volleyball,Silver,6
Yevgeniya Viktorovna Artamonova-Estes,F,RUS,2000 Summer,2000,Sydney,Volleyball,Volleyball Women's Volleyball,Silver,6
Roman Vladimirovich Balashov,M,RUS,2000 Summer,2000,Sydney,Water Polo,Water Polo Men's Water Polo,Silver,6
Valentina Vadimovna Popova,F,RUS,2000 Summer,2000,Sydney,Weightlifting,Weightlifting Women's Middleweight,Silver,6
Aleksandr Aleksandrovich Karelin,M,RUS,2000 Summer,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,6
Arsen Idrisovich Gitinov,M,RUS,2000 Summer,2000,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver,6
Vladimir Vasilyevich Andreyev,M,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze,6
Sergey Aleksandrovich Makarov,M,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Men's Javelin Throw,Bronze,6
Maksim Vladimirovich Tarasov,M,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Men's Pole Vault,Bronze,6
Denis Viktorovich Kapustin,M,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Men's Triple Jump,Bronze,6
Svetlana Valentinovna Goncharenko (Doronina-),F,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,6
Tatyana Vladimirovna Kotova,F,RUS,2000 Summer,2000,Sydney,Athletics,Athletics Women's Long Jump,Bronze,6
Kamil Aliyevich Dzhamaludinov,M,RUS,2000 Summer,2000,Sydney,Boxing,Boxing Men's Featherweight,Bronze,6
Aleksandr Ivanovich Maletin,M,RUS,2000 Summer,2000,Sydney,Boxing,Boxing Men's Lightweight,Bronze,6
Aleksey Mikhaylovich Markov,M,RUS,2000 Summer,2000,Sydney,Cycling,Cycling Men's Points Race,Bronze,6
Olga Anatolyevna Slyusareva,F,RUS,2000 Summer,2000,Sydney,Cycling,Cycling Women's Points Race,Bronze,6
Dmitry Ivanovich Sautin,M,RUS,2000 Summer,2000,Sydney,Diving,Diving Men's Platform,Bronze,6
Dmitry Ivanovich Sautin,M,RUS,2000 Summer,2000,Sydney,Diving,Diving Men's Springboard,Bronze,6
Dmitry Stepanovich Shevchenko,M,RUS,2000 Summer,2000,Sydney,Fencing,"Fencing Men's Foil, Individual",Bronze,6
Aleksey Yuryevich Nemov,M,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Bronze,6
Aleksey Yuryevich Nemov,M,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze,6
Maksim Nikolayevich Alyoshin,M,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze,6
Yelena Sergeyevna Produnova,F,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Bronze,6
Yekaterina Vladimirovna Lobaznyuk,F,RUS,2000 Summer,2000,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Bronze,6
Yury Viktorovich Styopkin,M,RUS,2000 Summer,2000,Sydney,Judo,Judo Men's Half-Heavyweight,Bronze,6
Tamerlan Ruslanovich Tmenov,M,RUS,2000 Summer,2000,Sydney,Judo,Judo Men's Heavyweight,Bronze,6
Alina Maratovna Kabayeva,F,RUS,2000 Summer,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze,6
Oksana Anatolyevna Dorodnova,F,RUS,2000 Summer,2000,Sydney,Rowing,Rowing Women's Quadruple Sculls,Bronze,6
Yevgeny Vasilyevich Aleynikov,M,RUS,2000 Summer,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,6
Mariya Aleksandrovna Feklistova,F,RUS,2000 Summer,2000,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Bronze,6
Roman Andreyevich Sludnov,M,RUS,2000 Summer,2000,Sydney,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,6
Marina Dazmirovna Akobiya,F,RUS,2000 Summer,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze,6
Aleksey Aleksandrovich Petrov,M,RUS,2000 Summer,2000,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,6
Andrey Ivanovich Chemerkin,M,RUS,2000 Summer,2000,Sydney,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze,6
Aleksey Yuryevich Glushkov,M,RUS,2000 Summer,2000,Sydney,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,6
Yury Mikhaylovich Borzakovsky,M,RUS,2004 Summer,2004,Athina,Athletics,Athletics Men's 800 metres,Gold,7
Nataliya Ivanovna Sadova (Kaptyukh-),F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Discus Throw,Gold,7
Olga Sergeyevna Kuzenkova,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Hammer Throw,Gold,7
Yelena Vladimirovna Slesarenko (Sivushenko-),F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's High Jump,Gold,7
Tatyana Romanovna Lebedeva,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Long Jump,Gold,7
Yelena Gadzhiyevna Isinbayeva,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Pole Vault,Gold,7
Aleksey Viktorovich Tishchenko,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Featherweight,Gold,7
Gaydarbek Abdulayevich Gaydarbekov,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Middleweight,Gold,7
Aleksandr Vladimirovich Povetkin,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Super-Heavyweight,Gold,7
Vyacheslav Vladimirovich Yekimov,M,RUS,2004 Summer,2004,Athina,Cycling,Cycling Men's Individual Time Trial,Gold,7
Mikhail Borisovich Ignatyev,M,RUS,2004 Summer,2004,Athina,Cycling,Cycling Men's Points Race,Gold,7
Olga Anatolyevna Slyusareva,F,RUS,2004 Summer,2004,Athina,Cycling,Cycling Women's Points Race,Gold,7
Karina Borisovna Aznavuryan,F,RUS,2004 Summer,2004,Athina,Fencing,"Fencing Women's epee, Team",Gold,7
Andrey Sergeyevich Moiseyev,M,RUS,2004 Summer,2004,Athina,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,7
Olesya Vladimirovna Belugina,F,RUS,2004 Summer,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,7
Alina Maratovna Kabayeva,F,RUS,2004 Summer,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,7
Sergey Anatolyevich Fedorovtsev,M,RUS,2004 Summer,2004,Athina,Rowing,Rowing Men's Quadruple Sculls,Gold,7
Mikhail Valeryevich Nestruyev,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",Gold,7
Aleksey Aleksandrovich Alipov,M,RUS,2004 Summer,2004,Athina,Shooting,Shooting Men's Trap,Gold,7
Lyubov Vladimirovna Galkina,F,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,7
Anastasiya Semyonovna Davydova,F,RUS,2004 Summer,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,7
Yelena Yuryevna Azarova,F,RUS,2004 Summer,2004,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,7
Dmitry Vladimirovich Berestov,M,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Men's Heavyweight,Gold,7
Mavlet Alavdinovich Batyrov,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold,7
Khadzhimurat Soltanovich Gatsalov,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,7
Aleksey Vladimirovich Mishin,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold,7
Buvaysar Khamidovich Saytiyev,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,7
Khasan Makharbekovich Baroyev,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold,7
Denis Gennadyevich Nizhegorodov,M,RUS,2004 Summer,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk,Silver,7
Tatyana Ivanovna Tomashova,F,RUS,2004 Summer,2004,Athina,Athletics,"Athletics Women's 1,500 metres",Silver,7
Olimpiada Vladimirovna Ivanova,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's 20 kilometres Walk,Silver,7
Olga Olegovna Fyodorova-Stulneva,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,7
Nataliya Nikolayevna Antyukh,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,7
Irina Alekseyevna Simagina (-Meleshina),F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Long Jump,Silver,7
Svetlana Yevgenyevna Feofanova,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Pole Vault,Silver,7
Aleksandr Viktorovich Kostoglod,M,RUS,2004 Summer,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,7
Tamila Rashidovna Abasova,F,RUS,2004 Summer,2004,Athina,Cycling,Cycling Women's Sprint,Silver,7
Nataliya Mikhaylovna Goncharova,F,RUS,2004 Summer,2004,Athina,Diving,Diving Women's Synchronized Platform,Silver,7
Vera Sergeyevna Ilyina,F,RUS,2004 Summer,2004,Athina,Diving,Diving Women's Synchronized Springboard,Silver,7
Svetlana Vasilyevna Khorkina,F,RUS,2004 Summer,2004,Athina,Gymnastics,Gymnastics Women's Individual All-Around,Silver,7
Tamerlan Ruslanovich Tmenov,M,RUS,2004 Summer,2004,Athina,Judo,Judo Men's Heavyweight,Silver,7
Vitaly Valeryevich Makarov,M,RUS,2004 Summer,2004,Athina,Judo,Judo Men's Lightweight,Silver,7
Irina Viktorovna Chashchina,F,RUS,2004 Summer,2004,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver,7
Mikhail Valeryevich Nestruyev,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver,7
Sergey Vladimirovich Polyakov,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver,7
Aleksandr Aleksandrovich Blinov,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Silver,7
Lyubov Vladimirovna Galkina,F,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver,7
Stanislava Stanislavovna Komarova,F,RUS,2004 Summer,2004,Athina,Swimming,Swimming Women's 200 metres Backstroke,Silver,7
Aleksandr Nikolayevich Moskalenko,M,RUS,2004 Summer,2004,Athina,Trampolining,Trampolining Men's Individual,Silver,7
Yevgeniya Viktorovna Artamonova-Estes,F,RUS,2004 Summer,2004,Athina,Volleyball,Volleyball Women's Volleyball,Silver,7
Khadzhimurat Magomedovich Akkayev,M,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver,7
Nataliya Aleksandrovna Zabolotnaya,F,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,Silver,7
Gaydar Nuruddin ogly Mamedaliyev,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,7
Gyuzel Tagirovna Manyurova,F,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Silver,7
Aleksey Nikolayevich Voyevodin,M,RUS,2004 Summer,2004,Athina,Athletics,Athletics Men's 50 kilometres Walk,Bronze,7
Sergey Aleksandrovich Makarov,M,RUS,2004 Summer,2004,Athina,Athletics,Athletics Men's Javelin Throw,Bronze,7
Daniil Sergeyevich Burkenya,M,RUS,2004 Summer,2004,Athina,Athletics,Athletics Men's Triple Jump,Bronze,7
Nataliya Nikolayevna Antyukh,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's 400 metres,Bronze,7
Tatyana Vladimirovna Kotova,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Long Jump,Bronze,7
Tatyana Romanovna Lebedeva,F,RUS,2004 Summer,2004,Athina,Athletics,Athletics Women's Triple Jump,Bronze,7
Anna Valeryevna Arkhipova,F,RUS,2004 Summer,2004,Athina,Basketball,Basketball Women's Basketball,Bronze,7
Sergey Nikolayevich Kazakov,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Light-Flyweight,Bronze,7
Murat Petrovich Khrachov,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Lightweight,Bronze,7
Oleg Elekpayevich Saitov,M,RUS,2004 Summer,2004,Athina,Boxing,Boxing Men's Welterweight,Bronze,7
Aleksandr Viktorovich Kostoglod,M,RUS,2004 Summer,2004,Athina,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze,7
Maksim Aleksandrovich Opalev,M,RUS,2004 Summer,2004,Athina,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze,7
Olga Anatolyevna Slyusareva,F,RUS,2004 Summer,2004,Athina,Cycling,"Cycling Women's Road Race, Individual",Bronze,7
Dmitry Ivanovich Sautin,M,RUS,2004 Summer,2004,Athina,Diving,Diving Men's Springboard,Bronze,7
Yuliya Vladimirovna Pakhalina,F,RUS,2004 Summer,2004,Athina,Diving,Diving Women's Springboard,Bronze,7
Pavel Anatolyevich Kolobkov,M,RUS,2004 Summer,2004,Athina,Fencing,"Fencing Men's epee, Individual",Bronze,7
Renal Ramilevich Ganeyev,M,RUS,2004 Summer,2004,Athina,Fencing,"Fencing Men's Foil, Team",Bronze,7
Aleksey Vladimirovich Dyachenko,M,RUS,2004 Summer,2004,Athina,Fencing,"Fencing Men's Sabre, Team",Bronze,7
Anna Anatolyevna Pavlova,F,RUS,2004 Summer,2004,Athina,Gymnastics,Gymnastics Women's Horse Vault,Bronze,7
Svetlana Vasilyevna Khorkina,F,RUS,2004 Summer,2004,Athina,Gymnastics,Gymnastics Women's Team All-Around,Bronze,7
Mikhail Alekseyevich Chipurin,M,RUS,2004 Summer,2004,Athina,Handball,Handball Men's Handball,Bronze,7
Dmitry Yuryevich Nosov,M,RUS,2004 Summer,2004,Athina,Judo,Judo Men's Half-Middleweight,Bronze,7
Khasanbi Urusbiyevich Taov,M,RUS,2004 Summer,2004,Athina,Judo,Judo Men's Middleweight,Bronze,7
Tea Gayozovna Donguzashvili,F,RUS,2004 Summer,2004,Athina,Judo,Judo Women's Heavyweight,Bronze,7
Vladimir Vyacheslavovich Isakov,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze,7
Sergey Gennadyevich Alifirenko,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze,7
Dmitry Valeryevich Lykin,M,RUS,2004 Summer,2004,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Bronze,7
Pavel Sergeyevich Abramov,M,RUS,2004 Summer,2004,Athina,Volleyball,Volleyball Men's Volleyball,Bronze,7
Roman Vladimirovich Balashov,M,RUS,2004 Summer,2004,Athina,Water Polo,Water Polo Men's Water Polo,Bronze,7
Gleb Olegovich Pisarevsky,M,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Men's Heavyweight,Bronze,7
Eduard Avtandilovich Tyukin,M,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze,7
Valentina Vadimovna Popova,F,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Women's Heavyweight,Bronze,7
Zarema Abukarovna Kasayeva,F,RUS,2004 Summer,2004,Athina,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze,7
Sazhid Khalilrakhimovich Sazhidov,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,7
Varteres Varteresovich Samurgashev,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,7
Makhach Dalgatovich Murtazaliyev,M,RUS,2004 Summer,2004,Athina,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze,7
Valeriy Viktorovich Borchin,M,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Men's 20 kilometres Walk,Gold,8
Andrey Aleksandrovich Silnov,M,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Men's High Jump,Gold,8
Olga Nikolayevna Kaniskina,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's 20 kilometres Walk,Gold,8
Gulnara Iskanderovna Samitova-Galkina,F,RUS,2008 Summer,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",Gold,8
Yuliya Igorevna Chermoshanskaya,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,8
Yelena Gadzhiyevna Isinbayeva,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's Pole Vault,Gold,8
Rakhim Ruslanovich Chakhkiyev,M,RUS,2008 Summer,2008,Beijing,Boxing,Boxing Men's Heavyweight,Gold,8
Aleksey Viktorovich Tishchenko,M,RUS,2008 Summer,2008,Beijing,Boxing,Boxing Men's Lightweight,Gold,8
Maksim Aleksandrovich Opalev,M,RUS,2008 Summer,2008,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,8
Svetlana Anatolyevna Boyko,F,RUS,2008 Summer,2008,Beijing,Fencing,"Fencing Women's Foil, Team",Gold,8
Andrey Sergeyevich Moiseyev,M,RUS,2008 Summer,2008,Beijing,Modern Pentathlon,Modern Pentathlon Men's Individual,Gold,8
Margarita Sergeyevna Aliychuk,F,RUS,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,8
Yevgeniya Olegovna Kanayeva,F,RUS,2008 Summer,2008,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,8
"Larissa Dmitriyevna ""Lara"" Ilchenko",F,RUS,2008 Summer,2008,Beijing,Swimming,Swimming Women's 10 kilometres Open Water,Gold,8
Anastasiya Semyonovna Davydova,F,RUS,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,8
Anastasiya Semyonovna Davydova,F,RUS,2008 Summer,2008,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,8
Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,RUS,2008 Summer,2008,Beijing,Tennis,Tennis Women's Singles,Gold,8
Nazyr Yunuzovich Mankiyev,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Gold,8
Sharvani Gadzhikurbanovich Muradov,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold,8
Aslanbek Vitalyevich Khushtov,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold,8
Mavlet Alavdinovich Batyrov,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Freestyle",Gold,8
Islam-Beka Said-Tsilimovich Albiyev,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold,8
Buvaysar Khamidovich Saytiyev,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold,8
Yevgeniy Yuryevich Lukyanenko,M,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Men's Pole Vault,Silver,8
Tatyana Pavlovna Firova,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,8
Mariya Vasilyevna Abakumova (-Tarabina),F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's Javelin Throw,Silver,8
Tatyana Romanovna Lebedeva,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's Long Jump,Silver,8
Tatyana Romanovna Lebedeva,F,RUS,2008 Summer,2008,Beijing,Athletics,Athletics Women's Triple Jump,Silver,8
Aleksandr Viktorovich Kostoglod,M,RUS,2008 Summer,2008,Beijing,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver,8
Yury Aleksandrovich Kunakov,M,RUS,2008 Summer,2008,Beijing,Diving,Diving Men's Synchronized Springboard,Silver,8
Yuliya Vladimirovna Pakhalina,F,RUS,2008 Summer,2008,Beijing,Diving,Diving Women's Springboard,Silver,8
Yuliya Vladimirovna Pakhalina,F,RUS,2008 Summer,2008,Beijing,Diving,Diving Women's Synchronized Springboard,Silver,8
Yekaterina Sergeyevna Andryushina,F,RUS,2008 Summer,2008,Beijing,Handball,Handball Women's Handball,Silver,8
Nataliya Fyodorovna Paderina (Akhmertdinova-),F,RUS,2008 Summer,2008,Beijing,Shooting,"Shooting Women's Air Pistol, 10 metres",Silver,8
Lyubov Vladimirovna Galkina,F,RUS,2008 Summer,2008,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",Silver,8
"Danila Sergeyevich ""Dan"" Izotov",M,RUS,2008 Summer,2008,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,8
Dinara Mubinovna Safina,F,RUS,2008 Summer,2008,Beijing,Tennis,Tennis Women's Singles,Silver,8
Dmitry Vyacheslavovich Klokov,M,RUS,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Heavyweight,Silver,8
Yevgeny Aleksandrovich Chigishev,M,RUS,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,8
Oksana Nikolayevna Slivenko,F,RUS,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Light-Heavyweight,Silver,8
Marina Vladimirovna Shainova,F,RUS,2008 Summer,2008,Beijing,Weightlifting,Weightlifting Women's Lightweight,Silver,8
Bakhtiyar Shakhabutdinovich Akhmedov,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver,8
Khasan Makharbekovich Baroyev,M,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Silver,8
Alyona Vladimirovna Kartashova,F,RUS,2008 Summer,2008,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Silver,8
